index,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",4684641618.jpg#0,neutral,4684641618.jpg#0r1n,Two women walk down a sidewalk along a busy street in a downtown area.,( ( Two women ) ( ( ( walk down ) ( ( a sidewalk ) ( along ( ( a ( busy street ) ) ( in ( a ( downtown area ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS women)) (VP (VBP walk) (PRT (RP down)) (NP (NP (DT a) (NN sidewalk)) (PP (IN along) (NP (NP (DT a) (JJ busy) (NN street)) (PP (IN in) (NP (DT a) (NN downtown) (NN area))))))) (. .))),The women were walking downtown because the buses were on strike,( ( The women ) ( were ( ( walking downtown ) ( because ( ( the buses ) ( were ( on strike ) ) ) ) ) ) ),(ROOT (S (NP (DT The) (NNS women)) (VP (VBD were) (VP (VBG walking) (NP (NN downtown)) (SBAR (IN because) (S (NP (DT the) (NNS buses)) (VP (VBD were) (PP (IN on) (NP (NN strike))))))))))
,"['entailment', 'entailment', 'contradiction', 'entailment', 'contradiction']",525338588.jpg#0,entailment,525338588.jpg#0r1e,"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE.""",( ( ( Many people ) ( ( standing ( outside ( of ( ( a place ) ( talking ( to ( each other ) ) ) ) ) ) ) ( in ( front ( of ( ( a building ) ( that ( has ( ( a sign ) ( that says ) ) ) ) ) ) ) ) ) ) ( `` ( ( HI-POINTE . ) '' ) ) ),(ROOT (S (NP (NP (JJ Many) (NNS people)) (VP (VBG standing) (ADVP (JJ outside) (PP (IN of) (NP (NP (DT a) (NN place)) (VP (VBG talking) (PP (TO to) (NP (DT each) (JJ other))))))) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (NN building)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (NP (NP (DT a) (NN sign)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says)))))))))))))) (`` ``) (VP (VBD HI-POINTE)) (. .) ('' ''))),The group of people aren't inide of the building.,( ( ( The group ) ( of people ) ) ( ( ( are n't ) ( inide ( of ( the building ) ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (RB n't) (ADJP (JJ inide) (PP (IN of) (NP (DT the) (NN building))))) (. .)))
,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",2487069642.jpg#1,neutral,2487069642.jpg#1r1e,The flight attendant dressed in yellow demonstrates life vest usage.,( ( The ( flight attendant ) ) ( ( dressed ( in ( yellow ( demonstrates ( life ( vest usage ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN flight) (NN attendant)) (VP (VBD dressed) (PP (IN in) (NP (JJ yellow) (NNP demonstrates) (NN life) (NN vest) (NN usage)))) (. .))),A flight attendant is standing in front of passengers.,( ( A ( flight attendant ) ) ( ( is ( standing ( in ( front ( of passengers ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN flight) (NN attendant)) (VP (VBZ is) (VP (VBG standing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NNS passengers))))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2245918465.jpg#1,neutral,2245918465.jpg#1r1n,A man of the cloth puts a black substance on a man's forehead.,( ( ( A man ) ( of ( the cloth ) ) ) ( ( puts ( ( a ( black substance ) ) ( on ( ( a ( man 's ) ) forehead ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN of) (NP (DT the) (NN cloth)))) (VP (VBZ puts) (NP (NP (DT a) (JJ black) (NN substance)) (PP (IN on) (NP (NP (DT a) (NN man) (POS 's)) (NN forehead))))) (. .))),The men are at church.,( ( The men ) ( ( are ( at church ) ) . ) ),(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (PP (IN at) (NP (NN church)))) (. .)))
,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",3626642428.jpg#3,neutral,3626642428.jpg#3r1n,Six dogs swimming in a river.,( ( ( Six dogs ) ( swimming ( in ( a river ) ) ) ) . ),(ROOT (NP (NP (CD Six) (NNS dogs)) (VP (VBG swimming) (PP (IN in) (NP (DT a) (NN river)))) (. .))),Six dogs swim across the river.,( ( Six dogs ) ( ( swim ( across ( the river ) ) ) . ) ),(ROOT (S (NP (CD Six) (NNS dogs)) (VP (VBP swim) (PP (IN across) (NP (DT the) (NN river)))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",4859630545.jpg#1,contradiction,4859630545.jpg#1r1c,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,( ( A ( ( man and ) woman ) ) ( ( are ( ( taking ( ( a picture ) ( of themselves ) ) ) ( while ( ( ( a woman ) ( in ( a scarf ) ) ) ( walks ( by them ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG taking) (NP (NP (DT a) (NN picture)) (PP (IN of) (NP (PRP themselves)))) (SBAR (IN while) (S (NP (NP (DT a) (NN woman)) (PP (IN in) (NP (DT a) (NN scarf)))) (VP (VBZ walks) (PP (IN by) (NP (PRP them)))))))) (. .))),A man and woman have mug shots taken because they have been arrested.,( ( A ( ( man and ) woman ) ) ( ( have ( ( mug shots ) ( taken ( because ( they ( have ( been arrested ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP have) (NP (NP (NN mug) (NNS shots)) (VP (VBN taken) (SBAR (IN because) (S (NP (PRP they)) (VP (VBP have) (VP (VBN been) (VP (VBN arrested))))))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'neutral', 'entailment']",4859630545.jpg#1,entailment,4859630545.jpg#1r1e,A man and woman are taking a picture of themselves while a woman in a scarf walks by them.,( ( A ( ( man and ) woman ) ) ( ( are ( ( taking ( ( a picture ) ( of themselves ) ) ) ( while ( ( ( a woman ) ( in ( a scarf ) ) ) ( walks ( by them ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP are) (VP (VBG taking) (NP (NP (DT a) (NN picture)) (PP (IN of) (NP (PRP themselves)))) (SBAR (IN while) (S (NP (NP (DT a) (NN woman)) (PP (IN in) (NP (DT a) (NN scarf)))) (VP (VBZ walks) (PP (IN by) (NP (PRP them)))))))) (. .))),A man and woman take selfies of themselves.,( ( A ( ( man and ) woman ) ) ( ( take ( selfies ( of themselves ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man) (CC and) (NN woman)) (VP (VBP take) (NP (NP (NNS selfies)) (PP (IN of) (NP (PRP themselves))))) (. .)))
,"['neutral', 'contradiction', 'neutral', 'neutral', 'neutral']",3335501468.jpg#2,neutral,3335501468.jpg#2r1n,A bird is flapping its wings on the water.,( ( A bird ) ( ( is ( ( flapping ( its wings ) ) ( on ( the water ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN bird)) (VP (VBZ is) (VP (VBG flapping) (NP (PRP$ its) (NNS wings)) (PP (IN on) (NP (DT the) (NN water))))) (. .))),The duck is swimming in the lake.,( ( The duck ) ( ( is ( swimming ( in ( the lake ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN duck)) (VP (VBZ is) (VP (VBG swimming) (PP (IN in) (NP (DT the) (NN lake))))) (. .)))
,"['contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction']",2348557363.jpg#4,contradiction,2348557363.jpg#4r1c,This child is on the library steps.,( ( This child ) ( ( is ( on ( the ( library steps ) ) ) ) . ) ),(ROOT (S (NP (DT This) (NN child)) (VP (VBZ is) (PP (IN on) (NP (DT the) (NN library) (NNS steps)))) (. .))),The child is on the school steps.,( ( The child ) ( ( is ( on ( the ( school steps ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (PP (IN on) (NP (DT the) (NN school) (NNS steps)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2348557363.jpg#4,neutral,2348557363.jpg#4r1n,This child is on the library steps.,( ( This child ) ( ( is ( on ( the ( library steps ) ) ) ) . ) ),(ROOT (S (NP (DT This) (NN child)) (VP (VBZ is) (PP (IN on) (NP (DT the) (NN library) (NNS steps)))) (. .))),The child is on the steps inside the library.,( ( The child ) ( ( is ( on ( ( the steps ) ( inside ( the library ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (PP (IN on) (NP (NP (DT the) (NNS steps)) (PP (IN inside) (NP (DT the) (NN library)))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",3439382048.jpg#3,entailment,3439382048.jpg#3r1e,The tattooed basketball player is about to dunk the ball.,( ( The ( tattooed ( basketball player ) ) ) ( ( is ( about ( to ( dunk ( the ball ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ tattooed) (NN basketball) (NN player)) (VP (VBZ is) (VP (IN about) (S (VP (TO to) (VP (VB dunk) (NP (DT the) (NN ball))))))) (. .))),The person is playing basketball.,( ( The person ) ( ( is ( playing basketball ) ) . ) ),(ROOT (S (NP (DT The) (NN person)) (VP (VBZ is) (VP (VBG playing) (NP (NN basketball)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",3439382048.jpg#3,neutral,3439382048.jpg#3r1n,The tattooed basketball player is about to dunk the ball.,( ( The ( tattooed ( basketball player ) ) ) ( ( is ( about ( to ( dunk ( the ball ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ tattooed) (NN basketball) (NN player)) (VP (VBZ is) (VP (IN about) (S (VP (TO to) (VP (VB dunk) (NP (DT the) (NN ball))))))) (. .))),The player has a tattoo that says mother.,( ( The player ) ( ( has ( ( a tattoo ) ( that ( says mother ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN player)) (VP (VBZ has) (NP (NP (DT a) (NN tattoo)) (SBAR (WHNP (WDT that)) (S (VP (VBZ says) (NP (NN mother))))))) (. .)))
,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",4479330885.jpg#3,neutral,4479330885.jpg#3r1e,Several younger people sitting in front of a statue.,( ( ( Several ( younger people ) ) ( sitting ( in ( front ( of ( a statue ) ) ) ) ) ) . ),(ROOT (NP (NP (JJ Several) (JJR younger) (NNS people)) (VP (VBG sitting) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN statue)))))) (. .))),several young people sitting outside,( ( several ( young people ) ) ( sitting outside ) ),(ROOT (S (NP (NP (JJ several) (JJ young) (NNS people)) (VP (VBG sitting) (ADVP (RB outside))))))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",4479330885.jpg#3,neutral,4479330885.jpg#3r1n,Several younger people sitting in front of a statue.,( ( ( Several ( younger people ) ) ( sitting ( in ( front ( of ( a statue ) ) ) ) ) ) . ),(ROOT (NP (NP (JJ Several) (JJR younger) (NNS people)) (VP (VBG sitting) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN statue)))))) (. .))),several young people sitting in a school courtyard,( ( several ( young people ) ) ( sitting ( in ( a ( school courtyard ) ) ) ) ),(ROOT (NP (NP (JJ several) (JJ young) (NNS people)) (NP (NP (NN sitting)) (PP (IN in) (NP (DT a) (NN school) (NN courtyard))))))
,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction']",3419238351.jpg#0,contradiction,3419238351.jpg#0r1c,A group of adults stands in the bathroom looking down a small child in the bath.,( ( ( A group ) ( of adults ) ) ( ( stands ( in ( ( the bathroom ) ( ( looking down ) ( ( a ( small child ) ) ( in ( the bath ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS adults)))) (VP (VBZ stands) (PP (IN in) (NP (NP (DT the) (NN bathroom)) (VP (VBG looking) (PRT (RP down)) (NP (NP (DT a) (JJ small) (NN child)) (PP (IN in) (NP (DT the) (NN bath)))))))) (. .))),The child is sleeping.,( ( The child ) ( ( is sleeping ) . ) ),(ROOT (S (NP (DT The) (NN child)) (VP (VBZ is) (VP (VBG sleeping))) (. .)))
,"['neutral', 'neutral', 'entailment', 'entailment', 'entailment']",2770821714.jpg#2,entailment,2770821714.jpg#2r1n,"A man, woman, and child get their picture taken in front of the mountains.","( ( ( ( ( ( ( A man ) , ) woman ) , ) and ) child ) ( ( get ( ( their picture ) ( taken ( in ( front ( of ( the mountains ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN man)) (, ,) (NP (NN woman)) (, ,) (CC and) (NP (NN child))) (VP (VBP get) (NP (NP (PRP$ their) (NN picture)) (VP (VBN taken) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NNS mountains)))))))) (. .)))",A family on vacation is posing.,( ( ( A family ) ( on vacation ) ) ( ( is posing ) . ) ),(ROOT (S (NP (NP (DT A) (NN family)) (PP (IN on) (NP (NN vacation)))) (VP (VBZ is) (VP (VBG posing))) (. .)))
,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",3944497603.jpg#2,entailment,3944497603.jpg#2r1e,A person in orange clothing rests above a metro entrance.,( ( ( A person ) ( in ( orange clothing ) ) ) ( ( rests ( above ( a ( metro entrance ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN person)) (PP (IN in) (NP (JJ orange) (NN clothing)))) (VP (VBZ rests) (PP (IN above) (NP (DT a) (NN metro) (NN entrance)))) (. .))),Someone is standing near a metro station.,( Someone ( ( is ( standing ( near ( a ( metro station ) ) ) ) ) . ) ),(ROOT (S (NP (NN Someone)) (VP (VBZ is) (VP (VBG standing) (PP (IN near) (NP (DT a) (NN metro) (NN station))))) (. .)))
,"['neutral', 'contradiction', 'neutral', 'neutral', 'neutral']",6935146937.jpg#0,neutral,6935146937.jpg#0r1n,A basketball player with green shoes is dunking the ball in the net while the arena crowd looks on.,( ( ( A ( basketball player ) ) ( with ( green shoes ) ) ) ( ( is ( ( dunking ( ( the ball ) ( in ( the net ) ) ) ) ( while ( ( the ( arena crowd ) ) ( looks on ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN basketball) (NN player)) (PP (IN with) (NP (JJ green) (NNS shoes)))) (VP (VBZ is) (VP (VBG dunking) (NP (NP (DT the) (NN ball)) (PP (IN in) (NP (DT the) (NN net)))) (SBAR (IN while) (S (NP (DT the) (NN arena) (NN crowd)) (VP (VBZ looks) (PRT (RP on))))))) (. .))),A famous NBA player is playing street ball in front of a crowd.,( ( A ( famous ( NBA player ) ) ) ( ( is ( ( playing ( street ball ) ) ( in ( front ( of ( a crowd ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ famous) (NNP NBA) (NN player)) (VP (VBZ is) (VP (VBG playing) (NP (NN street) (NN ball)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT a) (NN crowd))))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",4692746525.jpg#1,entailment,4692746525.jpg#1r1e,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons.,( ( ( A ( frowning ( old man ) ) ) ( in ( ( ( a ( military cap ) ) and ) ( a ( civilian suit ) ) ) ) ) ( ( stands ( amongst ( ( ( a crowd ) ( of people ) ) ( outdoors ( carrying ( ( signs and ) balloons ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ frowning) (JJ old) (NN man)) (PP (IN in) (NP (NP (DT a) (JJ military) (NN cap)) (CC and) (NP (DT a) (JJ civilian) (NN suit))))) (VP (VBZ stands) (PP (IN amongst) (S (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NNS people)))) (ADVP (RB outdoors)) (VP (VBG carrying) (NP (NNS signs) (CC and) (NNS balloons)))))) (. .))),A group of people are standing outside.,( ( ( A group ) ( of people ) ) ( ( are ( standing outside ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (VP (VBG standing) (ADVP (RB outside)))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'entailment', 'neutral']",4692746525.jpg#1,contradiction,4692746525.jpg#1r1c,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons.,( ( ( A ( frowning ( old man ) ) ) ( in ( ( ( a ( military cap ) ) and ) ( a ( civilian suit ) ) ) ) ) ( ( stands ( amongst ( ( ( a crowd ) ( of people ) ) ( outdoors ( carrying ( ( signs and ) balloons ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ frowning) (JJ old) (NN man)) (PP (IN in) (NP (NP (DT a) (JJ military) (NN cap)) (CC and) (NP (DT a) (JJ civilian) (NN suit))))) (VP (VBZ stands) (PP (IN amongst) (S (NP (NP (DT a) (NN crowd)) (PP (IN of) (NP (NNS people)))) (ADVP (RB outdoors)) (VP (VBG carrying) (NP (NNS signs) (CC and) (NNS balloons)))))) (. .))),A man is watching a group of people having a hot dog eating contest.,( ( A man ) ( ( is ( watching ( ( a group ) ( of ( people ( ( having ( a ( hot dog ) ) ) ( eating contest ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG watching) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (NNS people)) (VP (VBG having) (NP (DT a) (JJ hot) (NN dog)) (S (VP (VBG eating) (NP (NN contest)))))))))) (. .)))
,"['neutral', 'neutral', 'contradiction', 'entailment', 'neutral']",5479743540.jpg#0,neutral,5479743540.jpg#0r1n,A guy wearing jeans and a hat is crouching on a handrail with a concrete embankment located in front of him.,( ( ( A guy ) ( wearing ( ( jeans and ) ( a hat ) ) ) ) ( ( is ( ( crouching ( on ( a handrail ) ) ) ( with ( ( a ( concrete embankment ) ) ( located ( in ( front ( of him ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN guy)) (VP (VBG wearing) (NP (NP (NNS jeans)) (CC and) (NP (DT a) (NN hat))))) (VP (VBZ is) (VP (VBG crouching) (PP (IN on) (NP (DT a) (NN handrail))) (PP (IN with) (NP (NP (DT a) (JJ concrete) (NN embankment)) (VP (VBN located) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP him)))))))))) (. .))),He is wearing a button-up shirt.,( He ( ( is ( wearing ( a ( button-up shirt ) ) ) ) . ) ),(ROOT (S (NP (PRP He)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (JJ button-up) (NN shirt)))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",2045127186.jpg#1,entailment,2045127186.jpg#1r1e,"Girl in a red coat, blue head wrap and jeans is making a snow angel.","( ( Girl ( in ( ( ( ( ( a ( red coat ) ) , ) ( blue ( head wrap ) ) ) and ) jeans ) ) ) ( ( is ( making ( a ( snow angel ) ) ) ) . ) )","(ROOT (S (NP (NP (NNP Girl)) (PP (IN in) (NP (NP (DT a) (JJ red) (NN coat)) (, ,) (NP (JJ blue) (NN head) (NN wrap)) (CC and) (NP (NNS jeans))))) (VP (VBZ is) (VP (VBG making) (NP (DT a) (NN snow) (NN angel)))) (. .)))",A girl outside plays in the snow.,( ( A girl ) ( outside ( ( plays ( in ( the snow ) ) ) . ) ) ),(ROOT (S (NP (DT A) (NN girl)) (ADVP (RB outside)) (VP (VBZ plays) (PP (IN in) (NP (DT the) (NN snow)))) (. .)))
,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",2074244690.jpg#2,neutral,2074244690.jpg#2r1e,A group of people gathered at night watching an event.,( ( ( A group ) ( of people ) ) ( ( ( gathered ( at night ) ) ( watching ( an event ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBD gathered) (PP (IN at) (NP (NN night))) (S (VP (VBG watching) (NP (DT an) (NN event))))) (. .))),A group of humans are looking at the same direction.,( ( ( A group ) ( of humans ) ) ( ( are ( looking ( at ( the ( same direction ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS humans)))) (VP (VBP are) (VP (VBG looking) (PP (IN at) (NP (DT the) (JJ same) (NN direction))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'entailment']",4705094483.jpg#0,neutral,4705094483.jpg#0r1n,"A man in a black shirt, in a commercial kitchen, holding up meat he took out of a bag.","( ( ( A man ) ( in ( a ( black shirt ) ) ) ) ( , ( ( in ( ( ( a ( commercial kitchen ) ) , ) ( ( holding up ) meat ) ) ) ( he ( ( ( took out ) ( of ( a bag ) ) ) . ) ) ) ) )","(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ black) (NN shirt)))) (, ,) (PP (IN in) (NP (NP (DT a) (JJ commercial) (NN kitchen)) (, ,) (VP (VBG holding) (PRT (RP up)) (NP (NN meat))))) (NP (PRP he)) (VP (VBD took) (PRT (RP out)) (PP (IN of) (NP (DT a) (NN bag)))) (. .)))","A man in a black shirt, in a commercial kitchen, holding up the old meat he took out of a bag.","( ( ( A man ) ( in ( a ( black shirt ) ) ) ) ( , ( ( in ( ( ( a ( commercial kitchen ) ) , ) ( ( holding up ) ( the ( old meat ) ) ) ) ) ( he ( ( ( took out ) ( of ( a bag ) ) ) . ) ) ) ) )","(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ black) (NN shirt)))) (, ,) (PP (IN in) (NP (NP (DT a) (JJ commercial) (NN kitchen)) (, ,) (VP (VBG holding) (PRT (RP up)) (NP (DT the) (JJ old) (NN meat))))) (NP (PRP he)) (VP (VBD took) (PRT (RP out)) (PP (IN of) (NP (DT a) (NN bag)))) (. .)))"
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",24053752.jpg#0,neutral,24053752.jpg#0r1n,A person in a red shirt is mowing the grass with a green riding mower.,( ( ( A person ) ( in ( a ( red shirt ) ) ) ) ( ( is ( ( mowing ( the grass ) ) ( with ( a ( green ( riding mower ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN person)) (PP (IN in) (NP (DT a) (JJ red) (NN shirt)))) (VP (VBZ is) (VP (VBG mowing) (NP (DT the) (NN grass)) (PP (IN with) (NP (DT a) (JJ green) (NN riding) (NN mower))))) (. .))),A person in red is moving grass on a John Deer motor.,( ( ( A person ) ( in red ) ) ( ( is ( ( moving grass ) ( on ( a ( John ( Deer motor ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN person)) (PP (IN in) (NP (NN red)))) (VP (VBZ is) (VP (VBG moving) (NP (NN grass)) (PP (IN on) (NP (DT a) (NNP John) (NNP Deer) (NN motor))))) (. .)))
,"['neutral', 'entailment', 'entailment', 'entailment', 'entailment']",4733474874.jpg#0,entailment,4733474874.jpg#0r1n,Group of people wearing black shirts riding in an open top vehicle.,( ( ( Group ( of people ) ) ( wearing ( ( black shirts ) ( riding ( in ( an ( open ( top vehicle ) ) ) ) ) ) ) ) . ),(ROOT (NP (NP (NP (NNP Group)) (PP (IN of) (NP (NNS people)))) (VP (VBG wearing) (NP (NP (JJ black) (NNS shirts)) (VP (VBG riding) (PP (IN in) (NP (DT an) (JJ open) (JJ top) (NN vehicle)))))) (. .))),A group of people go down the road in a convertible.,( ( ( A group ) ( of people ) ) ( ( ( go down ) ( ( the road ) ( in ( a convertible ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP go) (PRT (RP down)) (NP (NP (DT the) (NN road)) (PP (IN in) (NP (DT a) (NN convertible))))) (. .)))
